commentRate,productRate,starRate,stt,timeRate,userRate
"t\u1ea1m th\u1eddi th\u1ea5y h\u00e0i l\u00f2ng.\nTay c\u1ea7m ch\u1ea3o chi\u00ean th\u1eadt s\u1ef1 thua xa c\u00e1i n\u1ed3i Phillip \u1edf nh\u00e0. Khi \u0111\u1ea9y tay c\u1ea7m v\u00e0o n\u00f3 ko nh\u1eb9 nh\u00e0ng tr\u01a1n teu nh\u01b0 n\u1ed3i phillip. Nh\u01b0ng ko sao, gi\u00e1 r\u1ebb, ch\u1ea5t l\u01b0\u1ee3ng \u1ed5n. C\u1ea3m \u1ee9ng nh\u1ea1y. Nh\u01b0ng ph\u00edm ngu\u1ed3n kh\u00f4ng c\u00f3 ch\u1ebf \u0111\u1ed9 t\u1eaft li\u1ec1n. theo ki\u1ec3u:\n- \u0110ang chi\u00ean k\u00e9o tay c\u1ea7m ra th\u00ec n\u1ed3i ng\u01b0ng ho\u1ea1t \u0111\u1ed9ng. \u0110\u1ea9y v\u00e0o ho\u1ea1t \u0111\u1ed9ng ti\u1ebfp.\n- \u0110ang chi\u00ean b\u1ea5m ph\u00edm ngu\u1ed3n n\u1ed3i ng\u01b0ng v\u00e0 k\u00e9o ch\u1ea3o ra th\u00ec xem nh\u01b0 d\u1eebng m\u1ecdi ho\u1ea1t \u0111\u1ed9ng \u0111ang di\u1ec5n ra.\n***\u0110i\u1ec3m tr\u1eeb l\u00e0 ko hi\u1ec3u sao tr\u00ean n\u1ed3i c\u00f3 2 \u0111\u01b0\u1eddng tr\u1ea7y x\u01b0\u1edbc. Kh\u00f3 th\u1ea5y nh\u01b0ng r\u1ea5t kh\u00f3 ch\u1ecbu.",20916759,4,5,1605626318,Anh Loc
"M\u1edbi mua v\u1ec1 ch\u01b0a s\u1eef d\u1ee5ng nh\u01b0ng tr\u1ea7y s\u01b0\u1edbt r\u1ea5t nhi\u1ec1u, mua h\u00e0ng r\u1ea5t nhi\u1ec1u tr\u00ean TiKi, l\u1ea7n n\u00e0y th\u1ea5y ch\u01b0a v\u1eeba \u00fd ch\u00fat n\u00e0o. Kh\u00f4ng ph\u1ea3i TiKi, kh\u00f4ng ph\u1ea3i nh\u00e0 sx, n\u1ed3i nh\u00ecn th\u1ea5y c\u1ee7, ngay d\u1ea5u b\u0103ng keo c\u00f2n m\u1edbi, xung quanh b\u1ecb tr\u1ea7y, th\u00f9ng th\u00ec nh\u0103n nheo c\u1ee7 k\u0129, \u0111i qua \u0111i l\u1ea1i nh\u00ecn th\u1ea5y bu\u1ed3n, xem TiKi c\u00f3 gi\u00fap m\u00ecnh \u0111\u01b0\u1ee3c kh\u00f4ng.",21388715,3,0,1587227367,V\u00f5 Kh\u00e1nh
"H\u00e0ng \u0111\u1ebfn nhanh tr\u01a1n b\u00f3ng kh\u00f4ng b\u1ecb m\u00f3p m\u00e9o hay va \u0111\u1eadp g\u00ec.\nSau khi b\u00f3c nilon b\u1ecdc 2 m\u00e0ng l\u1ecdc b\u00ean trong ra v\u00e0 ch\u1ea1y th\u1eed th\u00ec th\u1ea5y ngon ch\u01b0a l\u1ed7i l\u1ea7m g\u00ec.\nCh\u01b0a b\u1ea3o h\u00e0nh n\u00ean ch\u01b0a bi\u1ebft sao...\nC\u1ea3m quan kh\u00f4ng kh\u00ed trong ph\u00f2ng c\u00f3 trong l\u00e0nh v\u00e0 tho\u00e1ng \u0111\u00e3ng h\u01a1n, m\u00f9i \u0111\u1ed3 \u0103n b\u1eadt Haze bay c\u0169ng r\u1ea5t nhanh.\n\u0110\u00e8n b\u00e1o c\u1ea3m \u1ee9ng t\u1ed1t, n\u1ebfu ko \u0111\u1ee7 s\u00e1ng m\u00e1y t\u1ef1 chuy\u1ec3n v\u1ec1 ch\u1ebf \u0111\u1ed9 ng\u1ee7 r\u1ea5t ok.",10131404,5,5,1606645219,Tr\u1ea7n Qu\u1ed1c Uy
"Tiki giao h\u00e0ng r\u1ea5t nhanh, \u0111\u1eb7t h\u00f4m qua mai giao li\u1ec1n  giao b\u1eb1ng xe t\u1ea3i nh\u1ecf an to\u00e0n k\u1ef9 l\u01b0\u1ee1ng call g\u1ecdi kh\u00e1ch tr\u01b0\u1edbc khi giao. S\u1ea3n ph\u1ea9m m\u00ecnh m\u1edbi m\u1edf th\u1eed h\u00f4m qua x\u00e0i n\u00ean ch\u01b0a c\u00f3 \u00fd ki\u1ebfn g\u00ec nhi\u1ec1u nh\u01b0ng s\u1ea3n ph\u1ea9m n\u00e0y \u0111\u1ecdc review th\u1ea5y nhi\u1ec1u ng\u01b0\u1eddi s\u1eed d\u1ee5ng ok m\u1ee9c gi\u00e1 trong t\u1ea7m trung",10131404,5,6,1602232203,Thanh Nh\u01b0
"M\u00e1y nh\u1eadn m\u00f9i v\u00e0 b\u1ee5i kh\u00e1 nh\u1ea1y, \u0111\u1eb7c bi\u1ec7t khi m\u00ecnh x\u1ecbt n\u01b0\u1edbc hoa ho\u1eb7c gi\u0169 qu\u1ea7n \u00e1o. Sau 1 v\u00e0i ng\u00e0y th\u00ec t\u1ea5m m\u00e0n l\u1ecdc b\u1ee5i th\u00f4 \u0111\u00e3 c\u00f3 m\u1ea3nh b\u1ee5i, l\u00f4ng m\u00e8o. C\u00e1ch s\u1eed d\u1ee5ng h\u01a1i r\u1eafc r\u1ed1i nh\u01b0 \u1ea5n gi\u1eef 3 gi\u00e2y, thi\u1ebft l\u1eadp kh\u00e1c nhau khi t\u1eaft m\u00e1y v\u00e0 khi m\u00e1y \u0111ang ch\u1ea1y. \nS\u1ebd review th\u00eam sau 1 th\u1eddi gian s\u1eed d\u1ee5ng s\u1eafp t\u1edbi.",10131404,5,7,1578455991,Ho\u00e0ng Th\u1ee7y
"Nh\u00ecn \u0111\u1eb9p m\u1eaft, th\u1eed chi\u00ean g\u00e0 r\u1ea5t ngon, m\u1ee1 ra r\u1ea5t nhi\u1ec1u.\u0110i\u1ec3m tr\u1eeb duy nh\u1ea5t l\u00e0 h\u1ed1c ph\u00eda trong ch\u1ed7 \u0111\u1ea9y khu\u00f4n chi\u00ean v\u00e0o l\u00e0 nh\u1ef1a, n\u00ean c\u00f3 v\u1ebb \u1ed9p \u1eb9p, kh\u00f4ng c\u00f3 khay tr\u01b0\u1ee3t nh\u01b0 n\u1ed3i philip",36626940,4,36,1600407498,L\u00ea Vi\u1ec7t Trung
"M\u00ecnh \u0111\u00e3 d\u00f9ng n\u1ed3i \u0111\u01b0\u1ee3c 1 tu\u1ea7n, l\u00e0m kha kh\u00e1 m\u00f3n t\u1eeb g\u00e0, v\u1ecbt, c\u00e1, nem, b\u00e1nh b\u00f4ng lan, b\u00e1nh m\u00ec \u0111\u1ec1u \u1ed5n. N\u1ed3i to tho\u1ea3i m\u00e1i cho gia \u0111\u00ecnh 6 ng\u01b0\u1eddi, khi n\u01b0\u1edbng ch\u1ec9 c\u1ea7n h\u1eb9n gi\u1edd v\u00e0 l\u1eadt 1-2 l\u1ea7n, th\u1eddi gian c\u00f2n l\u1ea1i c\u00f3 th\u1ec3 l\u00e0m vi\u1ec7c kh\u00e1c n\u00ean r\u1ea5t nh\u00e0n. T\u1eeb khi c\u00f3 n\u1ed3i nh\u00e0 m\u00ecnh c\u0169ng gi\u1ea3m h\u1eb3n c\u00e1c m\u00f3n chi\u00ean. N\u1ebfu n\u1ed3i \u0111\u01b0\u1ee3c b\u1ec1n n\u1eefa th\u00ec tuy\u1ec7t v\u1eddi \ud83d\udc4d",36626940,5,37,1596538358,\u0110\u1eb7ng Th\u1ecb H\u1ed3ng Dinh
"H\u00f4m nay m\u00ecnh nh\u1eadn \u0111c n\u1ed3i chi\u00ean r\u1ed3i. N\u1ed3i c\u00f2n nguy\u00ean \u0111ai nguy\u00ean ki\u1ec7n, r\u1ea5t m\u1edbi. H\u00e0ng \u0111\u01b0\u01a1c \u0111\u00f3ng g\u00f3i ch\u1eafc ch\u1eafn v\u00e0 \u0111\u1ebfn nhanh so v\u1edbi th\u00f4ng b\u00e1o 2 ng\u00e0y( \u0111\u1eb7t mua T7 m\u00e0 th\u1ee9 2 \u0111\u00e3 nh\u1eadn \u0111\u01b0\u1ee3c r\u1ed3i). M\u00ecnh r\u1ea5t th\u00edch c\u00f2n kh\u00f4ng bi\u1ebft s\u1eed d\u1ee5ng th\u00ec sao. Chi\u1ec1u nay v\u1ec1 th\u1eed m\u00f3n c\u00e1nh g\u00e0 chi\u00ean xem th\u1ebf n\u00e0o. Hy v\u1ecdng l\u00e0 n\u1ed3i d\u00f9ng t\u1ed1t v\u00e0 ngon. C\u00e1m \u01a1n Tiki nh\u00e9.",36626940,4,38,1597658346,\u0110inh Th\u1ecb Hoa
"S\u1eed d\u1ee5ng r\u1ea5t th\u00edch, m\u1eb7t c\u1ea3m \u1ee9ng r\u1ea5t d\u1ec5 x\u00e0i. M\u00ecnh mua cho ba m\u1eb9 th\u1ea5y \u01b0ng l\u1eafm, n\u1ea5u n\u01b0\u1edbng ti\u1ec7n l\u1ee3i v\u00e0 \u0111\u1ee1 d\u1ea7u m\u1ee1 h\u01a1n, \u0111\u1eb7c bi\u1ebft m\u00e1y v\u1eadn h\u00e0nh kh\u00e1 \u00eam. Khay n\u01b0\u1edbng l\u1edbn n\u01b0\u1edbng c\u1ea3 con g\u00e0 v\u00f4 t\u01b0 lu\u00f4n. Good",36626940,5,39,1596129484,Qu\u1ef3nh Nh\u01b0
R\u1ea5t h\u00e0i l\u00f2ng v\u1ec1 s\u1ea3n ph\u1ea9m. T\u1eeb c\u00e1ch giao h\u00e0ng \u0111\u1ebfn ch\u1ea5t l\u01b0\u1ee3ng s\u1ea3n ph\u1ea9m. \u0110\u1ea1t y\u00eau c\u1ea7u h\u01a1n c\u1ea3 mong \u0111\u1ee3i. C\u1ea3m \u01a1n tiki \u0111\u00e3 gi\u00fap m\u00ecnh y\u00eau th\u00edch vi\u1ec7c n\u1ea5u n\u01b0\u1edbng h\u01a1n,36626940,5,40,1589288812,Tue Minh
"Giao h\u00e0ng nhanh \u0111\u1eb7t bu\u1ed5i chi\u1ec1u s\u00e1ng h\u00f4m sau nh\u1eadn h\u00e0ng, nh\u00e2n vi\u00ean giao h\u00e0ng th\u00e2n thi\u1ec7n, h\u00e0ng \u0111\u00f3ng g\u00f3i k\u1ef9. N\u1ed3i \u0111\u1eb9p, th\u1ecbt n\u01b0\u1edbng r\u1ea5t b\u00f9i, r\u1ea5t h\u00e0i l\u00f2ng khi mua, c\u00f2n v\u1ea5n \u0111\u1ec1 th\u1eddi gian s\u1eed d\u1ee5ng c\u00f3 b\u1ec1n n\u1eefa kh\u00f4ng th\u00f4i.",36626940,5,41,1587227291,H\u00f2a Ho\u00e0ng
"N\u1ed3i chi\u00ean si\u00eau t\u1ed1t, \u0111\u1eb9p y nh\u01b0 h\u00ecnh m\u00ecnh m\u1edbi chi\u00ean th\u1ecbt b\u00f2 m\u00e0 th\u1ea5y chi\u00ean nhanh. ngon nh\u01b0 m\u00ecnh n\u01b0\u1edbng th\u1ecbt v\u1eady. \nngon \u0111\u1ec1u \u0111\u1eb9p m\u1eaft h\u01a1n c\u1ea3 t\u1ef1 \u00e1p ch\u1ea3o. ph\u00f9 h\u1ee3p v\u1edbi ng\u01b0\u1eddi ko gi\u1ecfi b\u1ebfp n\u00fac nh\u01b0 m\u00ecnh. v\u1eeba ngon v\u1eeba nhanh. em nh\u00e2n vi\u00ean giao h\u00e0ng nhanh th\u00e2n thi\u1ec7n. h\u00e0ng m\u1edbi \u0111\u1eb7t 1 ng\u00e0y \u0111\u00e3 nh\u1eadn c\u00f3!",36626940,5,42,1593558131,l\u01b0u th\u1ecb dung
"M\u00e1y ko n\u00f3ng. S\u1ea5y rau c\u1ee7 th\u00e1i m\u1ecfng, 50 \u0111\u1ed9 m\u00e0 2 ti\u1ebfng \u0111\u1ed3ng h\u1ed3 m\u00e1y ko n\u00f3ng, ng\u0103n tr\u00ean c\u00f9ng ngu\u1ed9i ng\u1eaft. \u0110\u01b0a tay v\u00e0o qu\u1ea1t gi\u00f3 c\u0169ng ch\u1ec9 th\u1ea5y gi\u00f3 m\u00e1t kh\u00f4ng th\u1ea5y h\u01a1i n\u00f3ng \u0111\u00e2u. Th\u00e2n m\u00e1y th\u00ec \u1ea5m m\u1ed9t ch\u00fat. H\u01b0\u1edbng d\u1eabn s\u01a1 s\u00e0i kh\u00f4ng c\u00f3 nhi\u1ec7t \u0111\u1ed9 c\u1ee5 th\u1ec3 cho t\u1eebng lo\u1ea1i rau c\u1ee7 th\u1ecbt c\u00e1. C\u1ea3m th\u1ea5y r\u1ea5t th\u1ea5t v\u1ecdng v\u00e0 m\u1ea5t th\u1eddi gian. Mua c\u1ee7a tiki trading. Giao h\u00e0ng nhanh. M\u00e1y nh\u1ecf g\u1ecdn. Y\u00eau c\u1ea7u Tiki h\u1ed7 tr\u1ee3 \u0111\u1ed5i tr\u1ea3 ho\u1eb7c b\u1ea3o h\u00e0nh g\u1ea5p. M\u1ecdi ng ch\u1ecdn max 70\u0111\u1ed9 nh\u01b0ng mh s\u1ea5y rau ch\u1ec9 s\u1ea5y 50\u0111\u1ed9 th\u00f4i nha.",31502009,1,1,1594908060,Nguy\u1ec5n Th\u1ee7y
"V\u1eeba nh\u1eadn giao h\u00e0ng l\u00fac 14h, giao h\u00e0ng nhanh, h\u1ed9p nguy\u00ean v\u1eb9n, m\u00e1y \u0111\u1eb9p.\nNh\u01b0ng m\u1edf m\u00e1y th\u1eed 70 \u0111\u1ed9 h\u01a1n 3 ti\u1ebfng r\u1ed3i kh\u00f4ng th\u1ea5y n\u00f3ng, ph\u1ea7n m\u00e1y \u1ea5m ch\u00fat t\u1ea7m h\u01a1n 40 \u0111\u1ed9, c\u00e1c ng\u0103n s\u1ea5y m\u00e1t l\u1ea1nh, kh\u00f4ng ch\u00fat \u1ea5m lu\u00f4n.\nM\u00ecnh c\u00f3 th\u1ec3 tr\u1ea3 h\u00e0ng hay \u0111\u1ed5i m\u00e1y kh\u00f4ng?",31502009,3,2,1590489583,thai thanh
"Giao h\u00e0ng \u0111\u00fang h\u1eb9n, s\u1ea3n ph\u1ea9m nh\u01b0 h\u00ecnh, kh\u00f4ng b\u1ecb v\u1ee1 nh\u01b0ng c\u1eafm \u0111i\u1ec7n 1 gi\u1edd m\u00e0 l\u00f2 kh\u00f4ng n\u00f3ng, hai n\u00fat t\u0103ng gi\u1ea3m nhi\u1ec7t \u0111\u1ed9 v\u00e0 th\u1eddi gian kh\u00f4ng \u0111i\u1ec1u ch\u1ec9nh \u0111\u01b0\u1ee3c , s\u1ea3n ph\u1ea9m l\u1ed7i, \u0111\u1ec1 ngh\u1ecb Tiki h\u1ed7 tr\u1ee3 v\u00e0 h\u01b0\u1edbng d\u1eabn c\u00e1ch \u0111\u1ed5i h\u00e0ng, sp kh\u00f4ng th\u1ec3 d\u00f9ng \u0111\u01b0\u1ee3c",31502009,1,3,1602509589,\u0110\u1eb7ng Th\u1ecb Tuy\u1ebft Mai
"\u0110\u1eb7t tr\u01b0a th\u1ee9 s\u00e1u, chi\u1ec1u \u0111\u00e3 nh\u1eadn, nh\u01b0ng v\u00ec \u0111i c\u00f4ng t\u00e1c, ng\u01b0\u1eddi nh\u00e0 kg bi\u1ebft ki\u1ec3m tra, th\u1ee9 b\u1ea3y v\u1ec1, th\u1ea5y m\u00e1y b\u1ecb b\u1ec3 b\u00ean h\u1ea5p nhi\u1ec7t, \u0111\u1eafng th\u1eb7c",31502009,1,4,1606553507,Kim Nguyen
h\u00e0ng l\u1ea7n \u0111\u1ea7u mua b\u1ecb b\u1ec3... \u0111\u00e3 \u0111\u01b0\u1ee3c \u0111\u1ed5i m\u1edbi nh\u01b0ng h\u00e0ng \u0111\u1ed5i m\u1edbi v\u1eabn c\u00f3 ch\u00fat l\u1ed7i thi\u1ebfu s\u00f3t nh\u1ecf l\u00e0 m\u1ea5t m\u1ed9t n\u00fat cao su \u0111\u1ebf ch\u00e2n. nh\u01b0ng v\u1eabn t\u1ea1m ch\u1ea5p nh\u1eadn \u0111\u01b0\u1ee3c,31502009,4,5,1604034624,Po Kon
"Th\u1ea5y b\u1ea1n b\u00e8 mua khen n\u00ean m\u00ecnh canh mua \u0111c ngay d\u1ecbp sale. M\u00e1y s\u1eed d\u1ee5ng t\u1ed1t, khi s\u1ea5y l\u00ean c\u00f3 m\u00f9i nh\u1ef1a nh\u01b0ng ko qu\u00e1 kh\u00f3 ch\u1ecbu.",31502009,5,6,1606973307,B\u00f9i Ph\u1ea1m V\u00e2n Anh
S\u1ea5y t\u1ecfi qu\u00e1 chu\u1ea9n. Ch\u1ea1y 10 ph\u00fat l\u00e0 s\u1ea5y t\u1ecfi kh\u00f4 ngon l\u00e0nh. Mua ngay d\u1ecbp khuy\u1ebfn m\u00e3i v\u00e0 t\u1eb7ng ph\u00ed v\u1eadn chuy\u1ec3n ch\u1ec9 c\u00f2n 431.000\u20ab. Th\u1ef1c s\u1ef1 th\u1ea5y h\u00e0i l\u00f2ng v\u1edbi m\u00e1y s\u1ea5y n\u00e0y.,31502009,5,7,1594750205,Nguy\u1ec5n Ph\u1ea1m \u0110\u0103ng Khoa
M\u00e1y x\u00e0i t\u1ed1t. \u0111\u1ee1 ng\u1ee9a m\u0169i h\u1eb3n hihi. L\u00e2u d\u00e0i th\u00ec \u0111\u1ec3 m\u00ecnh theo d\u00f5i th\u00eam,54754558,5,37,1606746991,Nguy\u1ec5n Thanh Hoa
"mua 2 ca\u0301i, 1 ca\u0301i ok, 1 ca\u0301i no\u0301 h\u01a1i bi\u0323 d\u01a1 a\u0301 nha ba\u0323n",48537880,3,9,1599642666,huy pham
"R\u1ebb nh\u01b0ng ch\u1ea5t l\u01b0\u1ee3ng ok, \u0111un h\u01a1i l\u00e2u x\u00edu nh\u01b0ng gi\u00e1 ti\u1ec1n nh\u01b0 v\u1eady th\u00ec c\u0169ng ko \u0111\u00f2i h\u1ecfi nhi\u1ec1u",48537880,5,10,1607320911,Nh\u1eadt Linh
giao h\u00e0ng r\u1ea5t l\u00e0 nhanh s\u1ea3n ph\u1ea9m tuy\u1ec7t v\u1eddi ch\u00fac shop ng\u00e0y c\u00e0ng ph\u00e1t tri\u1ec3n m\u1ea1nh h\u01a1n n\u1eefa,48537880,5,11,1605706298,Ph\u01b0\u01a1ng Ho\u00e0ng
"\u1ea4m d\u00f9ng t\u1ed1t, nhanh s\u00f4i, giao h\u00e0ng nhanh, \u0111\u00f3ng g\u00f3i ch\u1eafc ch\u1eafn",48537880,5,12,1607752067,D\u01b0\u01a1ng Qu\u1ef3nh Anh
\u1ed5n. nh\u01b0ng h\u01a1i nh\u1ecf nha mn. n\u1ebfu c\u00f3 ti\u1ec1n n\u00ean mua lo\u1ea1i nh\u1ef1a cho k b\u1ecb n\u00f3ng....v\u00e0 to h\u01a1n,48537880,4,13,1606512684,Trung Hi\u1ec7p
dong goi can than giao hang nhanh hang dung voi mau ma hinh anh da dang chat luong  tot cam on shop,48537880,5,14,1607059856,\u0110i\u1ec3u Th\u1ecb
"b\u1eb9p d\u00fam, h\u00e0ng b\u00ean trong th\u00ec ok",48537880,4,15,1606450727,L\u00e2m L\u00ea Tr\u1ea7n
"\u1ea4m si\u00eau t\u1ed1c kh\u00f4ng s\u1eed d\u1ee5ng \u0111\u01b0\u1ee3c, li\u00ean h\u1ec7 \u0111\u1ed5i tr\u1ea3 h\u00e0ng kh\u00f4ng \u0111\u01b0\u1ee3c",48537880,1,16,1607041381,Nathan Tr\u1ea7n
"Giao h\u00e0ng nhanh ch\u00f3ng s\u1ea3n ph\u1ea9m , \u0111un nhanh nh\u01b0ng b\u1ec1n hay kh\u00f4ng th\u00ec c\u1ea7n time",48537880,5,17,1608619960,H\u1ea1nh V\u0169
Tiki ki\u1ec3m tra gi\u00fap sao l\u1ea1i c\u00f3 ch\u1ed7 h\u1edf n\u00e0y,48537880,3,18,1607251202,Ph\u1ea1m l\u00ea Ng\u1ecdc Tuy\u1ec1n
"Nh\u00ecn \u1ea3nh th\u00ec k to l\u1eafm m\u00e0 l\u00fac m\u1edf ra tr\u00f4ng to th\u1eadt, so v\u1edbi c\u00e1i n\u1ed3i c\u01a1m \u0111i\u1ec7n th\u00ec \u0111\u00fang l\u00e0. Xem h\u01b0\u1edbng d\u1eabn s\u1eed d\u1ee5ng ch\u1ea3 hi\u1ec3u l\u1eafm n\u00ean ph\u1ea3i v\u00e0o youtobe m\u1edbi bi\u1ebft c\u00e1ch th\u00e1o l\u1ed3ng chi\u00ean ra. M\u00e0u tr\u1eafng nh\u00ecn \u0111\u1eb9p, c\u00f2n nguy\u00ean tem, ch\u01b0a s\u1eed d\u1ee5ng nh\u01b0ng \u0111\u00fang l\u00e0 ai ch\u01b0a bao gi\u1edd d\u00f9ng nh\u01b0 m\u00ecnh th\u00ec ph\u1ea3i xem h\u01b0\u1edbng d\u1eabn qua video",36627593,4,1,1576819910,B\u00f9i H\u1ea3i
"N\u1ed3i s\u1eed d\u1ee5ng ok, chi\u00ean r\u1ea5t \u0111\u1ec1u. Nh\u01b0ng \u0111i\u1ec3m tr\u1eeb l\u00e0 n\u1ed3i tho\u00e1t m\u00f9i nghe r\u1ea5t kinh kh\u1ee7ng, k ph\u1ea3i m\u00f9i th\u1ee9c \u0103n dc chi\u00ean m\u00e0 l\u00e0 m\u00f9i c\u1ee7a thi\u1ebft b\u1ecb, c\u00e1i m\u00f9i k th\u1ec3 t\u1ea3 dc nh\u01b0 th\u1ebf n\u00e0o, m\u1ed7i l\u1ea7n chi\u00ean l\u00e0 nghe m\u00f9i mu\u1ed1n \u00f3i lu\u00f4n \u0111\u00f3, mong sao s\u00e0i th\u1eddi gian s\u1ebd h\u1ebft dc m\u00f9i. Nh\u00e0 sx n\u00ean c\u00f3 c\u1ea3i ti\u1ebfn vi\u1ec7c n\u00e0y (v\u00ec c\u00e1i m\u00f9i \u0111\u00f3 n\u00f3 \u00e1m v\u00e0o c\u1ea3 th\u1ee9c \u0103n). N\u1ed3i 5.2L h\u01a1i to so v\u1edbi gd 4n nha",36627593,5,2,1594880093,M\u00e3 Kh\u00e1nh Tr\u01b0\u1eddng
"N\u1ed3i n\u01b0\u1edbng\/chi\u00ean r\u1ea5t t\u1ed1t, ngon. \u0110\u1eb7c bi\u1ec7t l\u00e0 th\u1ecbt ba r\u1ecdi. M\u00ecnh d\u00f9ng n\u01b0\u1edbng b\u00e1nh c\u0169ng t\u1ea1m \u1ed5n (ph\u1ea3i bi\u1ebft canh nhi\u1ec7t \u0111\u1ed9 v\u00ec ch\u1ec9 c\u00f3 1 l\u1eeda tr\u00ean)\nCh\u1ed1ng d\u00ednh \u0111\u1ebfn hi\u1ec7n t\u1ea1i v\u1eabn t\u1ed1t. D\u1ec5 lau ch\u00f9i.\nN\u1ed3i h\u01a1i to. \u0110i\u1ec3m tr\u1eeb l\u00e0 thao t\u00e1c l\u1eafp ph\u1ea7n \u0111\u1ebf v\u00e0o hay b\u1ecb k\u1eb9t. Ph\u1ea3i n\u01b0\u01a1ng tay (h\u01a1i nh\u1eafc nh\u1eb9 n\u1ed3i l\u00ean) m\u1edbi \u0111\u01b0a v\u00e0o d\u1ec5 d\u00e0ng. Ch\u00ednh v\u00ec v\u1eady ph\u1ea7n \u0111\u1ebf n\u1ed3i s\u1ebd b\u1ecb m\u00f2n th\u00e0nh \u0111\u01b0\u1eddng \u1edf ph\u1ea7n ti\u1ebfp x\u00fac.",36627593,4,3,1591611014,NGUY\u1ec4N THANH H\u00c0
"X\u00e0i c\u0169ng kh\u00e1 l\u00e2u r\u1ed3i m\u1edbi review s\u1ea3n ph\u1ea9m. Sau 1 th\u1eddi gian s\u1eed d\u1ee5ng, m\u00ecnh kh\u00e1 th\u00edch vi\u1ec7c v\u1ec7 sinh l\u1ed3ng chi\u00ean d\u1ec5 d\u00e0ng, s\u1ea1ch s\u1ebd. Dung t\u00edch c\u0169ng ph\u00f9 h\u1ee3p cho nhi\u1ec1u m\u00f3n \u0103n. M\u00ecnh \u0111\u00e3 th\u1eed 1 v\u00e0i c\u00f4ng th\u1ee9c v\u00e0 kh\u00e1 h\u00e0i l\u00f2ng v\u1ec1 s\u1ea3n ph\u1ea9m. \u0110\u00ednh k\u00e8m l\u00e0 h\u00ecnh \u1ea3nh heo quay b\u1eb1ng l\u00f2 chi\u00ean kh\u00f4ng d\u1ea7u n\u00e0y. R\u1ea5t d\u00f2n v\u00e0 ng\u1ecdt th\u1ecbt",36627593,5,4,1586584978,\u0110\u00e0o Ho\u00e0ng Nh\u01b0 T\u00fa
"Giao h\u00e0ng nhanh, \u0111\u00f3ng g\u00f3i c\u1ea9n th\u1eadn, nh\u01b0ng khi m\u1edf h\u1ed9p th\u1ea5y s\u1ea3n ph\u1ea9m kh\u00f4ng ph\u1ea3i m\u1edbi ho\u00e0n to\u00e0n, tay c\u1ea7m b\u1ea9n v\u00e0 c\u0169, n\u1ed3i c\u00f3 v\u1ebft x\u01b0\u1edbc nh\u01b0 \u0111\u00e3 s\u1eed d\u1ee5ng qua, r\u1ea5t th\u1ea5t v\u1ecdng. C\u00f2n ch\u1ea5t l\u01b0\u1ee3ng th\u00ec d\u00f9ng th\u1eddi gian coi sao \u0111\u00e3.",36627593,2,5,1599735965,Hi\u1ec3n
"tiki giao h\u00e0ng nhanh. \u0111\u00f3ng g\u00f3i c\u1ea9n th\u1eadn. m\u00ecnh lau c\u1ea3 b\u1ed9 b\u1eb1ng kh\u0103n \u1ea5m \u0111\u1ec3 v\u1ec7 sinh kh\u1eed m\u00f9i nh\u1ef1a. n\u01b0\u1edbng l\u1ea7n \u0111\u1ea7u kh\u00f4ng nghe m\u00f9i nh\u1ef1a. m\u00ecnh \u0111\u00e3 th\u1eed nhi\u1ec1u m\u00f3n, chi\u00ean c\u00e1, th\u1ecbt g\u00e0, th\u1ecbt heo, khoai t\u00e2y khoai lang... quan tr\u1ecdng kh\u00e2u m\u00ecnh \u01b0\u1edbp gia v\u1ecb v\u00e0 canh th\u1eddi gian. l\u1ea7n \u0111\u1ea7u l\u00e0m h\u01a1i qu\u00e1 n\u00ean kh\u00e9t. nh\u1eefng l\u1ea7n sau \u0111\u00e3 bi\u1ebft v\u00e0 \u0111\u00f9i g\u00e0 v\u00e0ng \u01b0\u01a1m th\u1ea5m v\u1ecb gi\u00f2n r\u1ea5t ngon. c\u1ea3m \u01a1n tiki.",36627593,5,6,1580271588,Thanh Nga
